# index, _pos
7957,"array([-5.61518613, -6.55844834])"
7958,"array([-5.65001451, -6.61180758])"
7959,"array([-5.57669647, -6.53222682])"
7960,"array([-5.62344291, -6.48455876])"
7961,"array([-5.61696331, -6.4831745 ])"
7962,"array([-5.59873191, -6.47967668])"
7963,"array([-5.67067922, -6.57310304])"
7964,"array([-5.83541333, -6.60000955])"
7965,"array([-5.70911238, -6.59180741])"
7966,"array([-5.70145342, -6.53902513])"
7967,"array([-5.56898686, -6.49753689])"
7968,"array([-5.60035321, -6.60986692])"
7969,"array([-5.59038758, -6.49450479])"
7970,"array([-5.66749766, -6.56789471])"
7971,"array([-5.67464177, -6.54122321])"
7972,"array([-5.69479202, -6.6618383 ])"
7973,"array([-5.65033774, -6.52305583])"
7974,"array([-5.65586956, -6.59665858])"
7975,"array([-5.69487749, -6.64792743])"
7976,"array([-5.67943822, -6.41315768])"
7977,"array([-5.60675304, -6.43835593])"
7978,"array([-5.67107856, -6.51024958])"
7979,"array([-5.52344991, -6.55603751])"
7980,"array([-5.48323704, -6.57338832])"
7981,"array([-5.61030341, -6.5161416 ])"
7982,"array([-5.63242311, -6.53530421])"
7983,"array([-5.62288609, -6.52435084])"
7984,"array([-5.48410203, -6.53128626])"
7985,"array([-5.66972797, -6.59417143])"
7986,"array([-5.64551103, -6.5624512 ])"
7987,"array([-5.65794024, -6.46838732])"
7988,"array([-5.62198872, -6.55783737])"
7989,"array([-5.68228156, -6.57695785])"
7990,"array([-5.70725037, -6.67245341])"
7991,"array([-5.69325385, -6.67556403])"
7992,"array([-5.82350583, -6.65307896])"
7993,"array([-5.72788506, -6.58989359])"
7994,"array([-5.67610875, -6.53044629])"
7995,"array([-5.65015523, -6.51972175])"
7996,"array([-5.58478624, -6.46668132])"
7997,"array([-5.6137057, -6.4986277])"
7998,"array([-5.6055538 , -6.60624579])"
7999,"array([-5.73058503, -6.6370259 ])"
8000,"array([-5.6622943 , -6.60251452])"
8001,"array([-5.66328414, -6.61371574])"
8002,"array([-5.70064587, -6.62014817])"
8003,"array([-5.62181762, -6.52374326])"
8004,"array([-5.46797583, -6.41085305])"
8005,"array([-5.54417856, -6.48228224])"
8006,"array([-5.58065181, -6.59641155])"
8007,"array([-5.55256165, -6.5214212 ])"
8008,"array([-5.56494182, -6.55127466])"
8009,"array([-5.50708209, -6.53237511])"
8010,"array([-5.6746994 , -6.54869308])"
8011,"array([-5.6856697 , -6.64817173])"
8012,"array([-5.66819432, -6.63692554])"
8013,"array([-5.70629372, -6.71207323])"
8014,"array([-5.66969253, -6.46581592])"
8015,"array([-5.67189624, -6.71449504])"
8016,"array([-5.65751124, -6.66130664])"
8017,"array([-5.57770981, -6.53728651])"
8018,"array([-5.58020403, -6.45869381])"
8019,"array([-5.55379112, -6.43554405])"
8020,"array([-5.70589178, -6.64586672])"
8021,"array([-5.44133424, -6.55243352])"
8022,"array([-5.55183401, -6.5346344 ])"
8023,"array([-5.59886862, -6.48899166])"
8024,"array([-5.64309521, -6.54146577])"
8025,"array([-5.66424219, -6.55331805])"
8026,"array([-5.63054502, -6.61599445])"
8027,"array([-5.68079315, -6.56436953])"
8028,"array([-5.62275194, -6.54202018])"
8029,"array([-5.63933144, -6.53563136])"
8030,"array([-5.63792511, -6.50660767])"
8031,"array([-5.58356644, -6.45803593])"
8032,"array([-5.53823051, -6.56457917])"
8033,"array([-5.55578934, -6.6027817 ])"
8034,"array([-5.69341224, -6.6859425 ])"
8035,"array([-5.50090258, -6.53136294])"
8036,"array([-5.63173209, -6.54807962])"
8037,"array([-5.79111295, -6.54948894])"
8038,"array([-5.65366042, -6.68228578])"
8039,"array([-5.62367857, -6.64592878])"
8040,"array([-5.73632503, -6.63369381])"
8041,"array([-5.67378949, -6.61484226])"
8042,"array([-5.57606943, -6.42421858])"
8043,"array([-5.56060374, -6.45592864])"
8044,"array([-5.70505327, -6.69506509])"
8045,"array([-5.69170259, -6.67923948])"
8046,"array([-5.68512518, -6.5824374 ])"
8047,"array([-5.65537919, -6.61771121])"
8048,"array([-5.47873583, -6.61843129])"
8049,"array([-5.67961956, -6.59265681])"
8050,"array([-5.68274739, -6.57087304])"
8051,"array([-5.87347215, -6.51235894])"
8052,"array([-5.70876883, -6.54669863])"
8053,"array([-5.54705498, -6.51467934])"
8054,"array([-5.62327225, -6.58611166])"
8055,"array([-5.79527118, -6.47556737])"
8056,"array([-5.67328772, -6.49355244])"
8057,"array([-5.65632275, -6.50926546])"
8058,"array([-5.57571025, -6.51174667])"
8059,"array([-5.68193393, -6.40823068])"
8060,"array([-5.67287779, -6.55239444])"
8061,"array([-5.63519089, -6.53401828])"
8062,"array([-5.59026503, -6.47442518])"
8063,"array([-5.95600121, -6.59233487])"
8064,"array([-5.69035051, -6.57988125])"
8065,"array([-5.62947243, -6.51351568])"
8066,"array([-5.65701141, -6.55911531])"
8067,"array([-5.61598201, -6.63305967])"
8068,"array([-5.70249059, -6.69557856])"
8069,"array([-5.74977713, -6.53508113])"
8070,"array([-5.64657205, -6.49844772])"
8071,"array([-5.59700675, -6.47896775])"
8072,"array([-5.66233339, -6.51785458])"
8073,"array([-5.64720919, -6.54519176])"
8074,"array([-5.53492273, -6.52730789])"
8075,"array([-5.59101809, -6.48527303])"
8076,"array([-5.61110468, -6.61825501])"
8077,"array([-5.57359371, -6.53398188])"
8078,"array([-5.53789642, -6.46677286])"
8079,"array([-5.7036623 , -6.71728748])"
8080,"array([-5.63875035, -6.47865448])"
8081,"array([-5.81365947, -6.6209479 ])"
8082,"array([-5.7754075 , -6.52106849])"
8083,"array([-5.60636895, -6.48534792])"
8084,"array([-5.64160043, -6.55961544])"
8085,"array([-5.62604446, -6.49823232])"
8086,"array([-5.72528806, -6.48632731])"
8087,"array([-5.6938957 , -6.48865255])"
8088,"array([-5.67759641, -6.54728002])"
8089,"array([-5.63628016, -6.52385273])"
8090,"array([-5.629272  , -6.48112348])"
8091,"array([-5.61823716, -6.59572932])"
8092,"array([-5.73686818, -6.62835062])"
8093,"array([-5.63554161, -6.49009737])"
8094,"array([-5.41820529, -6.52246692])"
8095,"array([-5.6545168 , -6.60158808])"
8096,"array([-5.64462602, -6.64672585])"
8097,"array([-5.72615463, -6.51337588])"
8098,"array([-5.62562881, -6.53005702])"
8099,"array([-5.63187096, -6.53810797])"
8100,"array([-5.72622156, -6.50173899])"
8101,"array([-5.58142157, -6.45333139])"
8102,"array([-5.6008693 , -6.61038213])"
8103,"array([-5.59229031, -6.59007707])"
8104,"array([-5.61091511, -6.62494661])"
8105,"array([-5.68253604, -6.51671998])"
8106,"array([-5.61527858, -6.55709577])"
8107,"array([-5.5206195, -6.4796368])"
8108,"array([-5.56613282, -6.49379184])"
8109,"array([-5.68909153, -6.59452843])"
8110,"array([-5.6510655 , -6.48295299])"
8111,"array([-5.64481402, -6.52437233])"
8112,"array([-5.61251494, -6.66380682])"
8113,"array([-5.68086113, -6.63050508])"
8114,"array([-5.44377026, -6.43777312])"
8115,"array([-5.67099645, -6.50034806])"
8116,"array([-5.49265363, -6.52075549])"
8117,"array([-5.69167282, -6.58987294])"
8118,"array([-5.59671025, -6.59528264])"
8119,"array([-5.67263155, -6.6248759 ])"
8120,"array([-5.72106538, -6.58749509])"
8121,"array([-5.63059974, -6.51488795])"
8122,"array([-5.7056652 , -6.44198993])"
8123,"array([-5.61049158, -6.50615274])"
8124,"array([-5.66146904, -6.55509989])"
8125,"array([-5.6443578 , -6.50958078])"
8126,"array([-5.67528772, -6.54800231])"
8127,"array([-5.648027  , -6.61726078])"
8128,"array([-5.69914829, -6.61794784])"
8129,"array([-5.51452308, -6.52964148])"
8130,"array([-5.6680484 , -6.47432398])"
8131,"array([-5.60820189, -6.62490307])"
8132,"array([-5.68988814, -6.62775651])"
8133,"array([-5.57491289, -6.56497313])"
8134,"array([-5.62871676, -6.46321497])"
8135,"array([-5.61069942, -6.441213  ])"
8136,"array([-5.5047918 , -6.51229543])"
8137,"array([-5.59695933, -6.51941094])"
8138,"array([-5.63950328, -6.52096948])"
8139,"array([-5.55630899, -6.51415814])"
8140,"array([-5.64405859, -6.63793862])"
8141,"array([-5.65571743, -6.61995019])"
8142,"array([-5.60022885, -6.51628745])"
8143,"array([-5.69142897, -6.36416766])"
8144,"array([-5.62891817, -6.43733399])"
8145,"array([-5.62153724, -6.47978296])"
8146,"array([-5.64548516, -6.57035246])"
8147,"array([-5.81215009, -6.74375866])"
8148,"array([-5.7241051 , -6.60959324])"
8149,"array([-5.46770655, -6.45371543])"
8150,"array([-5.61776009, -6.56921147])"
8151,"array([-5.60513253, -6.46979331])"
8152,"array([-5.6935993 , -6.70908686])"
8153,"array([-5.63656955, -6.64586871])"
8154,"array([-5.54353438, -6.57688313])"
8155,"array([-5.59430934, -6.48029748])"
8156,"array([-5.77601694, -6.65388655])"
8157,"array([-5.70368207, -6.60987916])"
8158,"array([-5.71568652, -6.65395881])"
8159,"array([-5.69256614, -6.63243692])"
8160,"array([-5.61741674, -6.55096549])"
8161,"array([-5.63480191, -6.48225191])"
8162,"array([-5.60094992, -6.56881073])"
8163,"array([-5.5909586 , -6.65755881])"
8164,"array([-5.638157 , -6.6444032])"
8165,"array([-5.7104832 , -6.57824891])"
8166,"array([-5.60780912, -6.63227198])"
8167,"array([-5.63747718, -6.64968309])"
8168,"array([-5.51795082, -6.52111435])"
8169,"array([-5.6145046 , -6.53071946])"
8170,"array([-5.68101318, -6.62535034])"
8171,"array([-5.7047594 , -6.59479684])"
8172,"array([-5.57443496, -6.52239123])"
8173,"array([-5.49567626, -6.55246242])"
8174,"array([-5.71413861, -6.6128887 ])"
8175,"array([-5.69859527, -6.61972363])"
8176,"array([-5.59852067, -6.55832871])"
8177,"array([-5.69710487, -6.56640845])"
8178,"array([-5.45570067, -6.47272595])"
8179,"array([-5.50330987, -6.47848367])"
8180,"array([-5.74766136, -6.56807731])"
8181,"array([-5.62821613, -6.6495576 ])"
8182,"array([-5.72679927, -6.60789994])"
8183,"array([-5.80119572, -6.66955334])"
8184,"array([-5.54334695, -6.47122777])"
8185,"array([-5.52280122, -6.48226061])"
8186,"array([-5.68979623, -6.5791281 ])"
8187,"array([-5.60330579, -6.44478346])"
8188,"array([-5.6182445 , -6.49910577])"
8189,"array([-5.5700194 , -6.54928551])"
8190,"array([-5.55363773, -6.52280904])"
8191,"array([-5.6654698 , -6.62781651])"
8192,"array([-5.60134012, -6.58253197])"
8193,"array([-5.6409201 , -6.52776753])"
8194,"array([-5.66413652, -6.53813715])"
8195,"array([-5.62289838, -6.63431167])"
8196,"array([-5.7366477 , -6.59625076])"
8197,"array([-5.5823454, -6.5598157])"
8198,"array([-5.68495572, -6.6513538 ])"
8199,"array([-5.59001198, -6.52829772])"
8200,"array([-5.5287897, -6.4640165])"
8201,"array([-5.58975305, -6.52153673])"
8202,"array([-5.59608235, -6.49871763])"
8203,"array([-5.68497493, -6.62507881])"
8204,"array([-5.67981296, -6.61412997])"
8205,"array([-5.6825487 , -6.62453055])"
8206,"array([-5.72290862, -6.51378056])"
8207,"array([-5.63414896, -6.53908837])"
8208,"array([-5.68692072, -6.66383061])"
8209,"array([-5.64655951, -6.68975467])"
8210,"array([-5.41295918, -6.55009775])"
8211,"array([-5.71503238, -6.61098025])"
8212,"array([-5.68842814, -6.61858844])"
8213,"array([-5.62395036, -6.57044416])"
8214,"array([-5.63243265, -6.47738578])"
8215,"array([-5.62160054, -6.57892643])"
8216,"array([-5.67901522, -6.62182908])"
8217,"array([-5.72297731, -6.5718478 ])"
8218,"array([-5.68391172, -6.54784772])"
8219,"array([-5.66088591, -6.55768535])"
8220,"array([-5.69545658, -6.56018274])"
8221,"array([-5.69378435, -6.58719202])"
8222,"array([-5.73533767, -6.5804091 ])"
8223,"array([-5.68144227, -6.55787813])"
8224,"array([-5.57529973, -6.53211893])"
8225,"array([-5.56995281, -6.49551777])"
8226,"array([-5.65670878, -6.48515627])"
8227,"array([-5.5998282 , -6.55987877])"
8228,"array([-5.58629455, -6.53112066])"
8229,"array([-5.68587321, -6.60771425])"
8230,"array([-5.72012991, -6.59154917])"
8231,"array([-5.58576312, -6.57801683])"
8232,"array([-5.49490715, -6.51412154])"
8233,"array([-5.56890237, -6.49475311])"
8234,"array([-5.53093745, -6.51636807])"
8235,"array([-5.76177695, -6.53388492])"
8236,"array([-5.64880686, -6.64469042])"
8237,"array([-5.66099614, -6.64548251])"
8238,"array([-5.67384552, -6.63192029])"
8239,"array([-5.63887891, -6.72155565])"
8240,"array([-5.66309432, -6.63989565])"
8241,"array([-5.53216638, -6.49327654])"
8242,"array([-5.4863857 , -6.46942865])"
8243,"array([-5.54116671, -6.50807179])"
8244,"array([-5.70021087, -6.55839868])"
8245,"array([-5.57838505, -6.4779262 ])"
8246,"array([-5.52088291, -6.49426463])"
8247,"array([-5.50856481, -6.54904258])"
8248,"array([-5.60828036, -6.50006404])"
8249,"array([-5.5529136 , -6.56689416])"
8250,"array([-5.56619324, -6.56037271])"
8251,"array([-5.56870807, -6.49877282])"
8252,"array([-5.60903174, -6.59560324])"
8253,"array([-5.66565891, -6.58964316])"
8254,"array([-5.59977285, -6.5697501 ])"
8255,"array([-5.61730968, -6.50859166])"
8256,"array([-5.6304682 , -6.49493825])"
8257,"array([-5.61587449, -6.50386369])"
8258,"array([-5.53579356, -6.50149167])"
8259,"array([-5.73541916, -6.41737532])"
8260,"array([-5.65288661, -6.50332621])"
8261,"array([-5.59905287, -6.52001128])"
8262,"array([-5.82083023, -6.63630866])"
8263,"array([-5.68569447, -6.6070493 ])"
8264,"array([-5.65713761, -6.56145726])"
8265,"array([-5.62904528, -6.48629803])"
8266,"array([-5.7832424 , -6.60633239])"
8267,"array([-5.67124283, -6.5322581 ])"
8268,"array([-5.70059483, -6.60637759])"
8269,"array([-5.74085401, -6.56042484])"
8270,"array([-5.67596336, -6.62930911])"
8271,"array([-5.75981885, -6.49139209])"
8272,"array([-5.76938129, -6.59705069])"
8273,"array([-5.62752039, -6.49391226])"
8274,"array([-5.69185933, -6.49094374])"
8275,"array([-5.62578478, -6.62952159])"
8276,"array([-5.74076177, -6.60813801])"
8277,"array([-5.66163081, -6.57771505])"
8278,"array([-5.59450375, -6.45867922])"
8279,"array([-5.50102535, -6.54906833])"
8280,"array([-5.56929795, -6.60151133])"
8281,"array([-5.69071355, -6.67712077])"
8282,"array([-5.70646306, -6.66324534])"
8283,"array([-5.64344692, -6.54497771])"
8284,"array([-5.68074824, -6.62430544])"
8285,"array([-5.52810426, -6.54445102])"
8286,"array([-5.63882546, -6.57059557])"
8287,"array([-5.52463309, -6.46464358])"
8288,"array([-5.6084753 , -6.60002984])"
8289,"array([-5.68354203, -6.68074901])"
8290,"array([-5.61706588, -6.5188272 ])"
8291,"array([-5.61301549, -6.4684691 ])"
8292,"array([-5.71693611, -6.47421412])"
8293,"array([-5.64726923, -6.53778003])"
8294,"array([-5.61170169, -6.45957736])"
8295,"array([-5.60326773, -6.49473142])"
8296,"array([-5.67607247, -6.45768966])"
8297,"array([-5.62833783, -6.47125343])"
8298,"array([-5.62215516, -6.54424747])"
8299,"array([-5.7629628 , -6.61569149])"
8300,"array([-5.74140578, -6.61772116])"
8301,"array([-5.61561954, -6.48484349])"
8302,"array([-5.68923812, -6.50354015])"
8303,"array([-5.70040595, -6.47217125])"
8304,"array([-5.54574069, -6.69022959])"
8305,"array([-5.66745129, -6.59394722])"
8306,"array([-5.63312747, -6.57018975])"
8307,"array([-5.717159  , -6.56389991])"
8308,"array([-5.82510845, -6.57393142])"
8309,"array([-5.53663561, -6.40071958])"
8310,"array([-5.59318822, -6.51666349])"
8311,"array([-5.42795943, -6.51631269])"
8312,"array([-5.69876353, -6.58385456])"
8313,"array([-5.52657902, -6.52898419])"
8314,"array([-5.61830233, -6.54804764])"
8315,"array([-5.59241445, -6.601891  ])"
8316,"array([-5.58743363, -6.62390949])"
8317,"array([-5.5249767, -6.5993085])"
8318,"array([-5.59566216, -6.48499237])"
8319,"array([-5.70310146, -6.73916784])"
8320,"array([-5.65557736, -6.48219231])"
8321,"array([-5.69060332, -6.49772775])"
8322,"array([-5.64788013, -6.55478611])"
8323,"array([-5.71925486, -6.51816583])"
8324,"array([-5.67142952, -6.56748497])"
8325,"array([-5.61166615, -6.59887799])"
8326,"array([-5.55465489, -6.51639987])"
8327,"array([-5.58544506, -6.46029723])"
8328,"array([-5.46365096, -6.54138137])"
8329,"array([-5.51964456, -6.50902708])"
8330,"array([-5.66252127, -6.4533514 ])"
8331,"array([-5.6332196, -6.4876184])"
8332,"array([-5.60914209, -6.50937508])"
8333,"array([-5.64827209, -6.62000666])"
8334,"array([-5.70436279, -6.61441509])"
8335,"array([-5.86083382, -6.66373671])"
8336,"array([-5.69013955, -6.63117401])"
8337,"array([-5.56592089, -6.57613252])"
8338,"array([-5.67826301, -6.58276301])"
8339,"array([-5.70406777, -6.55348888])"
8340,"array([-5.6327765 , -6.43160352])"
8341,"array([-5.60244608, -6.50617414])"
8342,"array([-5.60058497, -6.60894624])"
8343,"array([-5.74967449, -6.61156597])"
8344,"array([-5.66385327, -6.57346707])"
8345,"array([-5.65282452, -6.74693936])"
8346,"array([-5.64099496, -6.64444555])"
8347,"array([-5.67191847, -6.67229667])"
8348,"array([-5.73984915, -6.59154823])"
8349,"array([-5.71151206, -6.5927316 ])"
8350,"array([-5.41455216, -6.41850657])"
8351,"array([-5.50443899, -6.41966398])"
8352,"array([-5.56652705, -6.55415905])"
8353,"array([-5.62942781, -6.5940546 ])"
8354,"array([-5.64931654, -6.60111641])"
8355,"array([-5.63403084, -6.51166958])"
8356,"array([-5.65340158, -6.47869635])"
8357,"array([-5.61692491, -6.52810909])"
8358,"array([-5.64569396, -6.57248277])"
8359,"array([-5.61178005, -6.49517485])"
8360,"array([-5.64142885, -6.6405659 ])"
8361,"array([-5.71617984, -6.60506952])"
8362,"array([-5.62535312, -6.48073296])"
8363,"array([-5.60941733, -6.4680018 ])"
8364,"array([-5.66627262, -6.6787753 ])"
8365,"array([-5.56533678, -6.46859848])"
8366,"array([-5.59377523, -6.49813604])"
8367,"array([-5.58059083, -6.47551873])"
8368,"array([-5.59361724, -6.48567107])"
8369,"array([-5.61928314, -6.4680454 ])"
8370,"array([-5.56974675, -6.53635971])"
8371,"array([-5.68927713, -6.48673117])"
8372,"array([-5.67864123, -6.75831515])"
8373,"array([-5.68294112, -6.65783515])"
8374,"array([-5.73739464, -6.57032742])"
8375,"array([-5.68814062, -6.57480714])"
8376,"array([-5.56360499, -6.47895245])"
8377,"array([-5.60073066, -6.50223082])"
8378,"array([-5.74458982, -6.74031975])"
8379,"array([-5.68277784, -6.69247329])"
8380,"array([-5.5873253 , -6.61624482])"
8381,"array([-5.65989607, -6.59061692])"
8382,"array([-5.70555922, -6.53376104])"
8383,"array([-5.61612166, -6.45463284])"
8384,"array([-5.90615877, -6.51663112])"
8385,"array([-5.69442273, -6.57222872])"
8386,"array([-5.71331443, -6.6602873 ])"
8387,"array([-5.69282685, -6.56163628])"
8388,"array([-5.67912442, -6.60464192])"
8389,"array([-5.69943469, -6.56978543])"
8390,"array([-5.61880568, -6.62255768])"
8391,"array([-5.6748967 , -6.62498341])"
8392,"array([-5.67748079, -6.58321489])"
8393,"array([-5.66310081, -6.59647336])"
8394,"array([-5.59168885, -6.47645213])"
8395,"array([-5.62710791, -6.50764941])"
8396,"array([-5.45635318, -6.43641112])"
8397,"array([-5.64030974, -6.60861553])"
8398,"array([-5.62754436, -6.57669152])"
8399,"array([-5.61329139, -6.42170233])"
8400,"array([-5.66782262, -6.61701419])"
8401,"array([-5.67937673, -6.66095398])"
8402,"array([-5.71363798, -6.56546754])"
8403,"array([-5.72881631, -6.72373665])"
8404,"array([-5.65108243, -6.56289285])"
8405,"array([-5.49568744, -6.52024311])"
8406,"array([-5.47817291, -6.46493437])"
8407,"array([-5.72260643, -6.72727931])"
8408,"array([-5.67648944, -6.65268674])"
8409,"array([-5.67191614, -6.55194856])"
8410,"array([-5.70564779, -6.63900044])"
8411,"array([-5.80689093, -6.58348361])"
8412,"array([-5.7033142 , -6.60046672])"
8413,"array([-5.65313244, -6.49827626])"
8414,"array([-5.60531352, -6.55035054])"
8415,"array([-5.64921308, -6.47475476])"
8416,"array([-5.62376041, -6.62918759])"
8417,"array([-5.68130904, -6.62254455])"
8418,"array([-5.70714608, -6.52672309])"
8419,"array([-5.6730592 , -6.55116656])"
8420,"array([-5.561466  , -6.51450912])"
8421,"array([-5.67575973, -6.53629123])"
8422,"array([-5.65220133, -6.57872096])"
8423,"array([-5.6488124 , -6.50004164])"
8424,"array([-5.67048639, -6.51989736])"
8425,"array([-5.58543673, -6.66014657])"
8426,"array([-5.92123318, -6.69009797])"
8427,"array([-5.66906121, -6.56310703])"
8428,"array([-5.6752445 , -6.53238329])"
8429,"array([-5.42339802, -6.6109479 ])"
8430,"array([-5.65193276, -6.65321062])"
8431,"array([-5.61807662, -6.60894251])"
8432,"array([-5.63939023, -6.62082738])"
8433,"array([-5.67167183, -6.54459178])"
8434,"array([-5.60287445, -6.48077058])"
8435,"array([-5.69647787, -6.58464443])"
8436,"array([-5.59147189, -6.47409986])"
8437,"array([-5.62887689, -6.49188258])"
8438,"array([-5.60771929, -6.57588403])"
8439,"array([-5.48606151, -6.46800593])"
8440,"array([-5.68539788, -6.6014979 ])"
8441,"array([-5.71248304, -6.61721828])"
8442,"array([-5.66280202, -6.55708584])"
8443,"array([-5.74802136, -6.60184995])"
8444,"array([-5.68716474, -6.71883081])"
8445,"array([-5.57226793, -6.53021941])"
8446,"array([-5.61207957, -6.58730856])"
8447,"array([-5.66198618, -6.51099239])"
8448,"array([-5.63675802, -6.63803121])"
8449,"array([-5.61558499, -6.46758726])"
8450,"array([-5.59782737, -6.48618692])"
8451,"array([-5.59238185, -6.46819915])"
8452,"array([-5.67701801, -6.52069795])"
8453,"array([-5.60647633, -6.50359681])"
8454,"array([-5.66037239, -6.62343412])"
8455,"array([-5.71753565, -6.62184016])"
8456,"array([-5.64509243, -6.52862477])"
8457,"array([-5.57557372, -6.48612601])"
8458,"array([-5.59900418, -6.46695214])"
8459,"array([-5.66820725, -6.62270633])"
8460,"array([-5.69215069, -6.56586233])"
8461,"array([-5.67145593, -6.64694252])"
8462,"array([-5.48506688, -6.57129046])"
8463,"array([-5.46828624, -6.55165907])"
8464,"array([-5.65795739, -6.59303978])"
8465,"array([-5.69297394, -6.6476249 ])"
8466,"array([-5.58602974, -6.47244606])"
8467,"array([-5.54275885, -6.48586803])"
8468,"array([-5.58116167, -6.61060644])"
8469,"array([-5.61153571, -6.58613537])"
8470,"array([-5.60617947, -6.52660895])"
8471,"array([-5.64690331, -6.551583  ])"
8472,"array([-5.65775759, -6.55829129])"
8473,"array([-5.62472072, -6.52479431])"
8474,"array([-5.56283206, -6.49338305])"
8475,"array([-5.5482067, -6.5388933])"
8476,"array([-5.60077907, -6.43379888])"
8477,"array([-5.62880009, -6.57551957])"
8478,"array([-5.70013247, -6.57214368])"
8479,"array([-5.44946359, -6.51854288])"
8480,"array([-5.5175806 , -6.51257549])"
8481,"array([-5.46818419, -6.50414747])"
8482,"array([-5.48580637, -6.48020194])"
8483,"array([-5.62239385, -6.51160652])"
8484,"array([-5.65382048, -6.62669135])"
8485,"array([-5.56840781, -6.45689021])"
8486,"array([-5.65088988, -6.47138179])"
8487,"array([-5.53782728, -6.48779491])"
8488,"array([-5.64487437, -6.60126665])"
8489,"array([-5.65323716, -6.5984543 ])"
8490,"array([-5.84285715, -6.65101183])"
8491,"array([-5.69308788, -6.60054707])"
8492,"array([-5.53416243, -6.4158638 ])"
8493,"array([-5.57911175, -6.49300554])"
8494,"array([-5.52162022, -6.54750217])"
8495,"array([-5.48173482, -6.55718682])"
8496,"array([-5.70979368, -6.49800203])"
8497,"array([-5.64920785, -6.5761011 ])"
8498,"array([-5.65870547, -6.6565725 ])"
8499,"array([-5.75161643, -6.49818586])"
8500,"array([-5.66987698, -6.54164692])"
8501,"array([-5.58118773, -6.54236109])"
8502,"array([-5.58587987, -6.52730116])"
8503,"array([-5.68439052, -6.65170235])"
8504,"array([-5.66191121, -6.66368769])"
8505,"array([-5.67461857, -6.50458754])"
8506,"array([-5.60235406, -6.56925293])"
8507,"array([-5.57888707, -6.49513173])"
8508,"array([-5.60691325, -6.46253545])"
8509,"array([-5.63299965, -6.64043019])"
8510,"array([-5.73516038, -6.71677827])"
8511,"array([-5.71068031, -6.59628991])"
8512,"array([-5.55780766, -6.62427883])"
8513,"array([-5.45990499, -6.57080389])"
8514,"array([-5.67053542, -6.48890827])"
8515,"array([-5.55786036, -6.55447236])"
8516,"array([-5.65224693, -6.66519159])"
8517,"array([-5.68813783, -6.54808965])"
8518,"array([-5.604952  , -6.60792649])"
8519,"array([-5.66665182, -6.51784531])"
8520,"array([-5.68722718, -6.57227667])"
8521,"array([-5.6757167 , -6.61628496])"
8522,"array([-5.71568341, -6.5978523 ])"
8523,"array([-5.59918947, -6.45678683])"
8524,"array([-5.59813288, -6.54503975])"
8525,"array([-5.66936546, -6.57453388])"
8526,"array([-5.61643277, -6.47213801])"
8527,"array([-5.57458723, -6.47247122])"
8528,"array([-5.60856488, -6.49298271])"
8529,"array([-5.52910707, -6.53958222])"
8530,"array([-5.61516017, -6.57394734])"
8531,"array([-5.56346392, -6.51752559])"
8532,"array([-5.47422008, -6.4974492 ])"
8533,"array([-5.76213866, -6.4525027 ])"
8534,"array([-5.67968258, -6.58658909])"
8535,"array([-5.62300995, -6.57554429])"
8536,"array([-5.62736036, -6.54261566])"
8537,"array([-5.65502889, -6.50940102])"
8538,"array([-5.68030598, -6.54914298])"
8539,"array([-5.7079538 , -6.51380455])"
8540,"array([-5.65368138, -6.54919878])"
8541,"array([-5.56882887, -6.51375324])"
8542,"array([-5.81419309, -6.59705836])"
8543,"array([-5.73208128, -6.56717245])"
8544,"array([-5.66180703, -6.58282859])"
8545,"array([-5.66630259, -6.58690451])"
8546,"array([-5.49922682, -6.52667169])"
8547,"array([-5.52481273, -6.52723508])"
8548,"array([-5.66394693, -6.5292115 ])"
8549,"array([-5.57634552, -6.56085584])"
8550,"array([-5.47162617, -6.56799732])"
8551,"array([-5.66378983, -6.58537739])"
8552,"array([-5.51832611, -6.53700734])"
8553,"array([-5.64761026, -6.53414137])"
8554,"array([-5.68762707, -6.58803643])"
8555,"array([-5.5872779 , -6.59706333])"
8556,"array([-5.73203403, -6.48973271])"
8557,"array([-5.61652045, -6.46918336])"
8558,"array([-5.59483091, -6.5174209 ])"
8559,"array([-5.66536444, -6.70801919])"
8560,"array([-5.70637269, -6.64115091])"
8561,"array([-5.62021834, -6.48869895])"
8562,"array([-5.62224866, -6.60363784])"
8563,"array([-5.64587397, -6.54785367])"
8564,"array([-5.71167164, -6.55707896])"
8565,"array([-5.70110945, -6.59315778])"
8566,"array([-5.67767537, -6.59497191])"
8567,"array([-5.58531862, -6.47188693])"
8568,"array([-5.61140785, -6.51678593])"
8569,"array([-5.68086914, -6.66025238])"
8570,"array([-5.6981708 , -6.71342727])"
8571,"array([-5.7030278 , -6.53860798])"
8572,"array([-5.68894042, -6.60501951])"
8573,"array([-5.67770052, -6.5613242 ])"
8574,"array([-5.49090771, -6.53080376])"
8575,"array([-5.53497911, -6.51604158])"
8576,"array([-5.62962781, -6.57673591])"
8577,"array([-5.61081954, -6.55617178])"
8578,"array([-5.64470943, -6.55824643])"
8579,"array([-5.69454787, -6.51222333])"
8580,"array([-5.60063   , -6.54097989])"
8581,"array([-5.4691    , -6.52095882])"
8582,"array([-5.63793813, -6.46204483])"
8583,"array([-5.58833559, -6.59033601])"
8584,"array([-5.74595165, -6.63425567])"
8585,"array([-5.42958422, -6.49161222])"
